id,timestamp,metric_a,metric_b,category,label_rare_event
1,2026-01-01T00:00:00,97.8386,48.6168,humanitarian,False
2,2026-01-01T00:00:15,104.4621,52.8597,aviation,False
3,2026-01-01T00:00:30,96.7874,48.9052,humanitarian,False
4,2026-01-01T00:00:45,96.5231,49.9376,supply_chain,False
5,2026-01-01T00:01:00,103.6951,60.4886,aviation,False
6,2026-01-01T00:01:15,100.4894,45.2886,scientific,False
7,2026-01-01T00:01:30,121.0735,66.6456,aviation,False
8,2026-01-01T00:01:45,89.6924,55.1671,scientific,False
9,2026-01-01T00:02:00,108.5238,37.8838,supply_chain,False
10,2026-01-01T00:02:15,110.995,53.1664,scientific,False
11,2026-01-01T00:02:30,79.2882,44.1644,humanitarian,False
12,2026-01-01T00:02:45,106.2901,27.0171,aviation,False
13,2026-01-01T00:03:00,87.9724,56.0142,humanitarian,False
14,2026-01-01T00:03:15,92.9505,53.9946,aviation,False
15,2026-01-01T00:03:30,92.8867,46.8963,humanitarian,False
16,2026-01-01T00:03:45,88.4339,51.4908,humanitarian,False
17,2026-01-01T00:04:00,88.4751,35.89,humanitarian,False
18,2026-01-01T00:04:15,111.8263,36.9809,aviation,False
19,2026-01-01T00:04:30,108.7117,68.5713,scientific,False
20,2026-01-01T00:04:45,104.1047,59.1506,supply_chain,False
21,2026-01-01T00:05:00,105.1286,53.4305,scientific,False
22,2026-01-01T00:05:15,99.7023,41.5398,scientific,False
23,2026-01-01T00:05:30,109.9599,77.2145,aviation,False
24,2026-01-01T00:05:45,101.0826,34.1147,humanitarian,False
25,2026-01-01T00:06:00,104.1054,41.9124,supply_chain,False
26,2026-01-01T00:06:15,86.1138,44.9063,aviation,False
27,2026-01-01T00:06:30,96.8615,46.4264,scientific,False
28,2026-01-01T00:06:45,101.5948,42.7546,humanitarian,False
29,2026-01-01T00:07:00,64.3619,55.6877,scientific,False
30,2026-01-01T00:07:15,125.0191,47.6183,aviation,False
31,2026-01-01T00:07:30,108.6755,45.1049,humanitarian,False
32,2026-01-01T00:07:45,114.5808,61.115,aviation,False
33,2026-01-01T00:08:00,85.8786,44.604,scientific,False
34,2026-01-01T00:08:15,120.4853,39.5739,aviation,False
35,2026-01-01T00:08:30,101.1131,60.3388,supply_chain,False
36,2026-01-01T00:08:45,116.7016,29.7737,humanitarian,False
37,2026-01-01T00:09:00,111.7864,56.5599,scientific,False
38,2026-01-01T00:09:15,79.8197,48.1095,humanitarian,False
39,2026-01-01T00:09:30,96.508,42.1449,scientific,False
40,2026-01-01T00:09:45,83.2413,53.6628,humanitarian,False
41,2026-01-01T00:10:00,102.846,50.6458,humanitarian,False
42,2026-01-01T00:10:15,123.5069,50.5668,aviation,False
43,2026-01-01T00:10:30,124.629,41.1237,humanitarian,False
44,2026-01-01T00:10:45,96.9226,59.0746,supply_chain,False
45,2026-01-01T00:11:00,100.7468,59.0458,aviation,False
46,2026-01-01T00:11:15,113.0663,54.8605,supply_chain,False
47,2026-01-01T00:11:30,103.2831,47.9844,aviation,False
48,2026-01-01T00:11:45,122.4775,54.7998,aviation,False
49,2026-01-01T00:12:00,100.0823,55.1965,supply_chain,False
50,2026-01-01T00:12:15,106.7848,58.1488,aviation,False
51,2026-01-01T00:12:30,72.0655,55.5623,aviation,False
52,2026-01-01T00:12:45,123.8714,41.8494,humanitarian,True
53,2026-01-01T00:13:00,108.6818,57.9787,supply_chain,False
54,2026-01-01T00:13:15,156.8803,47.2394,supply_chain,True
55,2026-01-01T00:13:30,94.9109,62.0539,supply_chain,False
56,2026-01-01T00:13:45,107.0873,55.5467,aviation,False
57,2026-01-01T00:14:00,99.9345,47.2553,humanitarian,False
58,2026-01-01T00:14:15,116.7325,53.3324,aviation,False
59,2026-01-01T00:14:30,81.3969,43.2541,aviation,False
60,2026-01-01T00:14:45,118.1825,46.2726,aviation,False
61,2026-01-01T00:15:00,88.5594,44.3146,scientific,False
62,2026-01-01T00:15:15,109.2985,47.8431,humanitarian,False
63,2026-01-01T00:15:30,99.2218,54.2169,supply_chain,False
64,2026-01-01T00:15:45,89.8841,62.2187,supply_chain,False
65,2026-01-01T00:16:00,86.0271,42.899,humanitarian,False
66,2026-01-01T00:16:15,92.0092,49.8424,aviation,False
67,2026-01-01T00:16:30,110.4573,44.7143,scientific,False
68,2026-01-01T00:16:45,66.1666,34.7491,aviation,False
69,2026-01-01T00:17:00,90.5857,41.1504,aviation,False
70,2026-01-01T00:17:15,107.4698,48.3916,aviation,False
71,2026-01-01T00:17:30,99.5847,45.355,humanitarian,False
72,2026-01-01T00:17:45,97.9545,44.7133,scientific,False
73,2026-01-01T00:18:00,88.5991,49.7933,aviation,False
74,2026-01-01T00:18:15,113.1709,54.6015,aviation,False
75,2026-01-01T00:18:30,96.0188,53.6658,humanitarian,False
76,2026-01-01T00:18:45,98.9537,39.8819,aviation,False
77,2026-01-01T00:19:00,127.568,62.4578,humanitarian,False
78,2026-01-01T00:19:15,72.7041,45.7119,humanitarian,False
79,2026-01-01T00:19:30,96.0349,50.9986,aviation,False
80,2026-01-01T00:19:45,108.2929,46.7407,aviation,False
81,2026-01-01T00:20:00,88.3478,58.1505,humanitarian,False
82,2026-01-01T00:20:15,109.848,47.3555,humanitarian,False
83,2026-01-01T00:20:30,102.4702,48.7847,scientific,False
84,2026-01-01T00:20:45,103.1225,41.9293,humanitarian,False
85,2026-01-01T00:21:00,97.218,63.999,aviation,False
86,2026-01-01T00:21:15,106.7096,45.5957,supply_chain,False
87,2026-01-01T00:21:30,83.7062,62.015,humanitarian,False
88,2026-01-01T00:21:45,109.7184,50.7764,aviation,False
89,2026-01-01T00:22:00,111.8742,48.6631,supply_chain,False
90,2026-01-01T00:22:15,87.6168,36.0746,aviation,False
91,2026-01-01T00:22:30,129.7975,64.0714,scientific,False
92,2026-01-01T00:22:45,119.63,52.5662,scientific,False
93,2026-01-01T00:23:00,60.1908,58.9678,humanitarian,False
94,2026-01-01T00:23:15,175.5797,62.5608,humanitarian,True
95,2026-01-01T00:23:30,96.2426,52.2956,scientific,False
96,2026-01-01T00:23:45,84.1676,41.7496,scientific,False
97,2026-01-01T00:24:00,77.7808,49.4693,scientific,False
98,2026-01-01T00:24:15,90.7764,48.2494,supply_chain,False
99,2026-01-01T00:24:30,85.7181,34.4966,scientific,False
100,2026-01-01T00:24:45,76.392,58.433,humanitarian,False
101,2026-01-01T00:25:00,82.1288,54.4933,supply_chain,False
102,2026-01-01T00:25:15,78.9804,54.2937,humanitarian,False
103,2026-01-01T00:25:30,93.3586,44.5066,scientific,False
104,2026-01-01T00:25:45,130.7824,60.9156,scientific,False
105,2026-01-01T00:26:00,101.586,55.2638,humanitarian,False
106,2026-01-01T00:26:15,120.5153,48.8919,supply_chain,False
107,2026-01-01T00:26:30,81.8372,55.7748,supply_chain,False
108,2026-01-01T00:26:45,88.7882,50.2113,aviation,False
109,2026-01-01T00:27:00,123.251,40.0857,supply_chain,False
110,2026-01-01T00:27:15,105.2688,64.1693,supply_chain,False
111,2026-01-01T00:27:30,110.7961,51.8796,supply_chain,False
112,2026-01-01T00:27:45,111.2196,56.6462,scientific,False
113,2026-01-01T00:28:00,130.0646,44.7945,supply_chain,False
114,2026-01-01T00:28:15,109.1643,41.1843,supply_chain,False
115,2026-01-01T00:28:30,76.1814,54.1214,scientific,False
116,2026-01-01T00:28:45,101.8061,40.3373,scientific,False
117,2026-01-01T00:29:00,77.9539,54.6662,scientific,False
118,2026-01-01T00:29:15,92.07,59.0305,humanitarian,False
119,2026-01-01T00:29:30,93.5913,53.0892,supply_chain,False
120,2026-01-01T00:29:45,84.3124,55.4884,humanitarian,False
121,2026-01-01T00:30:00,107.4147,43.1064,aviation,False
122,2026-01-01T00:30:15,115.8787,39.3242,aviation,False
123,2026-01-01T00:30:30,111.825,47.6279,supply_chain,False
124,2026-01-01T00:30:45,76.2678,46.9006,humanitarian,False
125,2026-01-01T00:31:00,88.0564,50.472,supply_chain,False
126,2026-01-01T00:31:15,88.349,60.3389,humanitarian,False
127,2026-01-01T00:31:30,118.1342,34.8665,aviation,False
128,2026-01-01T00:31:45,116.7453,44.0876,aviation,False
129,2026-01-01T00:32:00,94.9449,46.6239,aviation,False
130,2026-01-01T00:32:15,99.1481,57.1098,scientific,False
131,2026-01-01T00:32:30,101.0325,42.2087,supply_chain,False
132,2026-01-01T00:32:45,156.8824,53.307,scientific,True
133,2026-01-01T00:33:00,100.9121,52.977,aviation,False
134,2026-01-01T00:33:15,100.9752,30.4502,aviation,False
135,2026-01-01T00:33:30,91.9912,45.9209,aviation,False
136,2026-01-01T00:33:45,90.3199,47.8055,scientific,False
137,2026-01-01T00:34:00,110.1283,59.5104,aviation,False
138,2026-01-01T00:34:15,101.5586,45.2882,aviation,False
139,2026-01-01T00:34:30,117.7157,45.473,supply_chain,False
140,2026-01-01T00:34:45,81.0696,57.6647,humanitarian,False
141,2026-01-01T00:35:00,120.6992,58.224,aviation,False
142,2026-01-01T00:35:15,105.5499,40.0974,supply_chain,False
143,2026-01-01T00:35:30,97.0076,47.4312,aviation,False
144,2026-01-01T00:35:45,116.3297,37.9454,scientific,False
145,2026-01-01T00:36:00,81.4437,38.6909,supply_chain,False
146,2026-01-01T00:36:15,108.155,58.689,supply_chain,False
147,2026-01-01T00:36:30,72.6404,53.2738,scientific,False
148,2026-01-01T00:36:45,116.8632,37.8973,supply_chain,False
149,2026-01-01T00:37:00,100.6464,58.9372,supply_chain,False
150,2026-01-01T00:37:15,90.9515,57.999,supply_chain,False
151,2026-01-01T00:37:30,106.3236,63.9016,scientific,False
152,2026-01-01T00:37:45,83.0131,46.6874,humanitarian,False
153,2026-01-01T00:38:00,96.753,40.8987,supply_chain,False
154,2026-01-01T00:38:15,89.3966,42.6234,aviation,False
155,2026-01-01T00:38:30,95.8102,57.8316,scientific,False
156,2026-01-01T00:38:45,81.8033,51.646,scientific,False
157,2026-01-01T00:39:00,90.153,57.0581,humanitarian,False
158,2026-01-01T00:39:15,107.1244,53.5977,humanitarian,False
159,2026-01-01T00:39:30,108.8239,62.2308,scientific,False
160,2026-01-01T00:39:45,128.1494,48.1523,scientific,False
161,2026-01-01T00:40:00,101.0862,51.22,scientific,False
162,2026-01-01T00:40:15,104.819,50.7557,humanitarian,False
163,2026-01-01T00:40:30,83.7577,39.8096,aviation,False
164,2026-01-01T00:40:45,84.9084,45.9583,humanitarian,False
165,2026-01-01T00:41:00,111.1753,48.6873,aviation,False
166,2026-01-01T00:41:15,106.6449,42.7215,aviation,False
167,2026-01-01T00:41:30,115.8562,61.9092,aviation,False
168,2026-01-01T00:41:45,107.5267,49.8465,humanitarian,False
169,2026-01-01T00:42:00,102.359,42.2745,scientific,False
170,2026-01-01T00:42:15,129.0639,31.3027,aviation,False
171,2026-01-01T00:42:30,80.9906,41.6524,humanitarian,False
172,2026-01-01T00:42:45,91.7104,45.5502,humanitarian,False
173,2026-01-01T00:43:00,155.2547,52.8052,supply_chain,True
174,2026-01-01T00:43:15,97.2097,55.6112,supply_chain,False
175,2026-01-01T00:43:30,109.8614,52.5227,humanitarian,False
176,2026-01-01T00:43:45,83.2302,54.5473,scientific,False
177,2026-01-01T00:44:00,102.6739,47.2706,scientific,False
178,2026-01-01T00:44:15,76.8699,41.6114,supply_chain,False
179,2026-01-01T00:44:30,116.2693,58.6068,scientific,False
180,2026-01-01T00:44:45,82.4968,49.9723,aviation,False
181,2026-01-01T00:45:00,118.767,41.6585,aviation,False
182,2026-01-01T00:45:15,132.2054,61.1023,aviation,False
183,2026-01-01T00:45:30,122.4057,49.9679,aviation,False
184,2026-01-01T00:45:45,100.7659,45.0516,supply_chain,False
185,2026-01-01T00:46:00,108.2036,47.4521,supply_chain,False
186,2026-01-01T00:46:15,116.5843,48.2583,scientific,False
187,2026-01-01T00:46:30,85.7508,36.1489,supply_chain,False
188,2026-01-01T00:46:45,91.4027,68.7265,aviation,False
189,2026-01-01T00:47:00,87.4857,51.947,supply_chain,False
190,2026-01-01T00:47:15,191.9751,38.7917,supply_chain,True
191,2026-01-01T00:47:30,91.7325,52.6737,supply_chain,False
192,2026-01-01T00:47:45,82.127,40.4187,humanitarian,False
193,2026-01-01T00:48:00,114.4714,46.2293,aviation,False
194,2026-01-01T00:48:15,120.8057,52.0352,humanitarian,False
195,2026-01-01T00:48:30,99.0728,51.232,humanitarian,False
196,2026-01-01T00:48:45,133.1039,49.1404,aviation,False
197,2026-01-01T00:49:00,94.801,46.2968,scientific,False
198,2026-01-01T00:49:15,88.0296,49.6437,supply_chain,False
199,2026-01-01T00:49:30,100.7478,60.1198,humanitarian,False
200,2026-01-01T00:49:45,107.9212,45.1486,supply_chain,False
201,2026-01-01T00:50:00,85.8669,61.898,aviation,False
202,2026-01-01T00:50:15,97.412,56.5943,supply_chain,False
203,2026-01-01T00:50:30,110.81,43.4821,scientific,False
204,2026-01-01T00:50:45,82.2074,46.7898,scientific,False
205,2026-01-01T00:51:00,128.7893,33.5671,supply_chain,False
206,2026-01-01T00:51:15,102.6732,63.7553,supply_chain,False
207,2026-01-01T00:51:30,92.3937,35.9618,humanitarian,False
208,2026-01-01T00:51:45,95.8817,50.0645,scientific,False
209,2026-01-01T00:52:00,120.8658,38.1046,supply_chain,False
210,2026-01-01T00:52:15,108.3307,50.4298,humanitarian,False
211,2026-01-01T00:52:30,123.324,56.3213,supply_chain,False
212,2026-01-01T00:52:45,82.7481,37.3632,supply_chain,False
213,2026-01-01T00:53:00,120.192,46.8081,supply_chain,False
214,2026-01-01T00:53:15,102.8205,48.4454,scientific,False
215,2026-01-01T00:53:30,124.8573,49.7856,aviation,False
216,2026-01-01T00:53:45,101.5237,37.5453,humanitarian,False
217,2026-01-01T00:54:00,88.8227,33.7626,aviation,False
218,2026-01-01T00:54:15,96.0871,57.4681,supply_chain,False
219,2026-01-01T00:54:30,75.6469,44.2893,aviation,False
220,2026-01-01T00:54:45,88.6206,45.0118,supply_chain,False
221,2026-01-01T00:55:00,107.1174,47.6846,scientific,False
222,2026-01-01T00:55:15,78.4739,52.9808,supply_chain,False
223,2026-01-01T00:55:30,118.3597,42.9989,supply_chain,False
224,2026-01-01T00:55:45,141.8614,41.9994,supply_chain,False
225,2026-01-01T00:56:00,93.9295,41.7755,supply_chain,False
226,2026-01-01T00:56:15,104.3072,46.9736,scientific,False
227,2026-01-01T00:56:30,58.0553,38.6349,supply_chain,False
228,2026-01-01T00:56:45,97.031,60.2135,aviation,False
229,2026-01-01T00:57:00,120.9938,42.9551,scientific,False
230,2026-01-01T00:57:15,101.7469,44.2898,humanitarian,False
231,2026-01-01T00:57:30,86.344,41.5676,humanitarian,False
232,2026-01-01T00:57:45,77.5408,37.5226,scientific,False
233,2026-01-01T00:58:00,100.9387,47.9769,humanitarian,False
234,2026-01-01T00:58:15,110.5863,53.5897,humanitarian,False
235,2026-01-01T00:58:30,108.0206,63.3924,scientific,False
236,2026-01-01T00:58:45,67.4349,46.5904,scientific,False
237,2026-01-01T00:59:00,130.9075,40.118,scientific,False
238,2026-01-01T00:59:15,99.7051,42.7259,aviation,False
239,2026-01-01T00:59:30,124.7755,66.1281,supply_chain,False
240,2026-01-01T00:59:45,126.534,47.048,supply_chain,False
241,2026-01-01T01:00:00,118.5326,50.8666,scientific,False
242,2026-01-01T01:00:15,75.9564,42.4641,aviation,False
